STATE_ABBREV,COUNTY_NAME,Dem_Percent,Rep_Percent,Dem_VoteCnt,Rep_VoteCnt
TX,El Paso,0.569,0.418,143156,105124
TX,Ellis,0.34,0.65,33850,64763
TX,Erath,0.156,0.836,2871,15349
TX,Falls,0.273,0.72,1713,4520
TX,Fannin,0.159,0.832,2607,13648
TX,Fayette,0.189,0.802,2515,10699
TX,Fisher,0.18,0.813,330,1487
TX,Floyd,0.171,0.821,358,1715
TX,Foard,0.169,0.822,92,448
TX,Fort Bend,0.495,0.479,179310,173592
TX,Franklin,0.153,0.842,813,4473
TX,Freestone,0.166,0.829,1499,7500
TX,Frio,0.374,0.619,1848,3060
TX,Gaines,0.084,0.91,538,5840
TX,Galveston,0.357,0.631,56732,100295
TX,Garza,0.133,0.859,213,1374
TX,Gillespie,0.192,0.8,3160,13202
TX,Glasscock,0.057,0.94,38,623
TX,Goliad,0.195,0.797,778,3178
TX,Gonzales,0.223,0.771,1729,5981
TX,Gray,0.111,0.883,845,6691
TX,Grayson,0.225,0.767,14800,50556
TX,Gregg,0.284,0.707,13294,33026
TX,Grimes,0.195,0.797,2734,11197
TX,Guadalupe,0.347,0.642,29573,54691
TX,Hale,0.205,0.784,1903,7283
TX,Hall,0.13,0.863,149,992
TX,Hamilton,0.14,0.853,625,3809
TX,Hansford,0.073,0.921,146,1842
TX,Hardeman,0.134,0.861,188,1210
TX,Hardin,0.119,0.877,3347,24691
TX,Harris,0.519,0.464,808771,722695
TX,Harrison,0.244,0.749,7369,22658
TX,Hartley,0.081,0.914,163,1843
TX,Haskell,0.139,0.854,313,1918
TX,Hays,0.521,0.464,65528,58438
TX,Hemphill,0.118,0.876,190,1412
TX,Henderson,0.18,0.814,6919,31379
TX,Hidalgo,0.481,0.51,104517,110760
TX,Hill,0.175,0.818,2919,13669
TX,Hockley,0.166,0.828,1323,6616
TX,Hood,0.166,0.825,6070,30174
TX,Hopkins,0.174,0.82,2917,13754
TX,Houston,0.22,0.774,2065,7247
TX,Howard,0.182,0.811,1759,7817
TX,Hudspeth,0.265,0.731,275,759
TX,Hunt,0.219,0.773,10212,36137
TX,Hutchinson,0.111,0.882,913,7273
TX,Irion,0.121,0.877,105,761
TX,Jack,0.086,0.909,363,3819
TX,Jackson,0.143,0.851,907,5386
TX,Jasper,0.165,0.831,2615,13162
TX,Jeff Davis,0.385,0.598,450,699
TX,Jefferson,0.451,0.54,38936,46596
TX,Jim Hogg,0.54,0.457,856,725
TX,Jim Wells,0.42,0.576,5577,7636
TX,Johnson,0.238,0.753,19247,60752
TX,Jones,0.13,0.862,907,5988
TX,Karnes,0.207,0.788,1051,4001
TX,Kaufman,0.356,0.635,24726,44063
TX,Kendall,0.217,0.773,6355,22668
TX,Kenedy,0.259,0.728,41,115
TX,Kent,0.112,0.876,50,390
TX,Kerr,0.224,0.767,6315,21615
TX,Kimble,0.109,0.884,261,2126
TX,King,0.044,0.956,6,129
TX,Kinney,0.244,0.749,346,1063
TX,Kleberg,0.433,0.56,4338,5612
TX,Knox,0.155,0.84,214,1156
TX,Lamar,0.192,0.801,4079,17044
TX,Lamb,0.176,0.818,729,3398
TX,Lampasas,0.197,0.793,2232,8961
TX,LaSalle,0.395,0.6,933,1417
TX,Lavaca,0.118,0.878,1235,9215
TX,Lee,0.195,0.799,1640,6724
TX,Leon,0.114,0.881,1033,7982
TX,Liberty,0.19,0.806,5952,25241
TX,Limestone,0.212,0.78,1921,7081
TX,Lipscomb,0.098,0.893,123,1125
TX,Live Oak,0.149,0.846,761,4307
TX,Llano,0.192,0.8,2613,10902
TX,Loving,0.103,0.887,10,86
TX,Lubbock,0.297,0.692,37148,86547
TX,Lynn,0.145,0.847,371,2175
TX,Madison,0.176,0.819,964,4498
TX,Marion,0.233,0.759,1101,3577
TX,Martin,0.119,0.876,247,1825
TX,Mason,0.172,0.821,434,2076
TX,Matagorda,0.243,0.748,3231,9957
TX,Maverick,0.405,0.59,6373,9285
TX,McCulloch,0.13,0.863,455,3033
TX,McLennan,0.34,0.648,33863,64606
TX,McMullen,0.076,0.92,37,448
TX,Medina,0.282,0.709,6950,17464
TX,Menard,0.163,0.828,170,861
TX,Midland,0.193,0.798,11351,46944
TX,Milam,0.21,0.783,2331,8691
TX,Mills,0.113,0.882,310,2418
TX,Mitchell,0.14,0.853,352,2144
TX,Montague,0.109,0.885,1208,9825
TX,Montgomery,0.268,0.722,82277,221964
TX,Moore,0.16,0.831,860,4458
TX,Morris,0.241,0.753,1312,4092
TX,Motley,0.054,0.942,35,612
TX,Nacogdoches,0.302,0.689,7690,17575
TX,Navarro,0.237,0.756,4708,14983
TX,Newton,0.166,0.832,952,4781
TX,Nolan,0.199,0.791,1020,4048
TX,Nueces,0.438,0.552,53248,67201
TX,Ochiltree,0.089,0.905,269,2723
TX,Oldham,0.076,0.919,74,895
TX,Orange,0.164,0.831,5945,30191
TX,Palo Pinto,0.161,0.832,2143,11093
TX,Panola,0.167,0.83,1905,9500
TX,Parker,0.164,0.827,14872,75168
TX,Parmer,0.147,0.848,368,2123
TX,Pecos,0.27,0.719,1144,3042
TX,Polk,0.202,0.791,4910,19216
TX,Potter,0.272,0.716,8748,23007
TX,Presidio,0.646,0.344,1289,686
TX,Rains,0.133,0.862,869,5649
TX,Randall,0.193,0.797,12935,53314
TX,Reagan,0.149,0.843,141,800
TX,Real,0.161,0.83,315,1625
TX,Red River,0.19,0.808,1103,4682
TX,Reeves,0.311,0.68,1070,2340
TX,Refugio,0.299,0.694,919,2134
TX,Roberts,0.035,0.956,20,547
TX,Robertson,0.236,0.757,1926,6177
TX,Rockwall,0.291,0.699,18092,43542
TX,Runnels,0.111,0.883,452,3580
TX,Rusk,0.2,0.794,4337,17234
TX,Sabine,0.106,0.891,590,4972
TX,San Augustine,0.216,0.778,809,2917
TX,San Jacinto,0.17,0.823,2175,10524
TX,San Patricio,0.314,0.678,8025,17337
TX,San Saba,0.102,0.89,276,2412
TX,Schleicher,0.173,0.818,192,906
TX,Scurry,0.128,0.864,734,4945
TX,Shackelford,0.084,0.906,146,1565
TX,Shelby,0.175,0.821,1741,8164
TX,Sherman,0.055,0.936,48,817
TX,Smith,0.27,0.721,28041,74862
TX,Somervell,0.142,0.849,751,4493
TX,Starr,0.418,0.578,6862,9487
TX,Stephens,0.102,0.896,384,3368
TX,Sterling,0.068,0.927,43,583
TX,Stonewall,0.154,0.844,110,604
TX,Sutton,0.163,0.834,228,1167
TX,Swisher,0.178,0.812,403,1840
TX,Tarrant,0.467,0.518,384501,426626
TX,Taylor,0.246,0.743,13624,41198
TX,Terrell,0.225,0.775,91,314
TX,Terry,0.172,0.823,587,2815
TX,Throckmorton,0.081,0.914,73,823
TX,Titus,0.223,0.77,2275,7861
TX,Tom Green,0.255,0.735,11585,33399
TX,Travis,0.686,0.294,398981,170787
TX,Trinity,0.162,0.832,1195,6136
TX,Tyler,0.13,0.865,1249,8286
TX,Upshur,0.142,0.852,2820,16939
TX,Upton,0.112,0.882,146,1149
TX,Uvalde,0.329,0.663,3218,6482
TX,Val Verde,0.362,0.628,5282,9162
TX,Van Zandt,0.123,0.871,3450,24351
TX,Victoria,0.283,0.708,9998,25010
TX,Walker,0.296,0.696,7461,17515
TX,Waller,0.369,0.62,10183,17077
TX,Ward,0.167,0.827,627,3115
TX,Washington,0.223,0.77,4058,14020
TX,Webb,0.485,0.507,31952,33384
TX,Wharton,0.238,0.756,3910,12439
TX,Wheeler,0.074,0.92,169,2093
TX,Wichita,0.275,0.714,12237,31818
TX,Wilbarger,0.193,0.798,860,3566
TX,Willacy,0.48,0.513,2673,2856
TX,Williamson,0.479,0.503,147766,155310
TX,Wilson,0.229,0.766,6247,20894
TX,Winkler,0.146,0.852,283,1646
TX,Wise,0.147,0.847,5605,32385
TX,Wood,0.148,0.846,3618,20621
TX,Yoakum,0.143,0.852,342,2039
TX,Young,0.116,0.878,962,7298
TX,Zapata,0.385,0.61,1877,2970
TX,Zavala,0.568,0.424,1984,1482
UT,Beaver,0.123,0.866,394,2781
UT,Box Elder,0.182,0.79,5274,22853
UT,Cache,0.311,0.655,18718,39457
UT,Carbon,0.267,0.711,2525,6719
UT,Daggett,0.184,0.805,101,443
UT,Davis,0.36,0.608,59895,101293
UT,Duchesne,0.112,0.871,1009,7815
UT,Emery,0.12,0.866,603,4341
UT,Garfield,0.192,0.787,541,2211
UT,Grand,0.533,0.439,2828,2327
UT,Iron,0.204,0.774,5683,21571
UT,Juab,0.113,0.87,734,5671
UT,Kane,0.253,0.73,1137,3277
UT,Millard,0.112,0.87,713,5558
UT,Morgan,0.186,0.784,1256,5300
UT,Piute,0.098,0.887,94,854
UT,Rich,0.148,0.837,214,1211
UT,Salt Lake,0.537,0.435,273658,221555
UT,San Juan,0.408,0.571,2581,3613
UT,Sanpete,0.147,0.823,1906,10653
UT,Sevier,0.113,0.872,1236,9526
UT,Summit,0.565,0.417,14612,10783
UT,Tooele,0.281,0.691,9560,23484
UT,Uintah,0.123,0.859,1952,13599
UT,Utah County,0.285,0.682,84937,203476
UT,Wasatch,0.352,0.626,6459,11495
UT,Washington,0.23,0.752,22327,73165
UT,Wayne,0.231,0.75,381,1238
UT,Weber,0.368,0.603,41238,67549
VT,Addison,0.515,0.443,446,384
VT,Albany,0.511,0.444,283,246
VT,Alburgh,0.462,0.504,498,543
VT,Andover,0.544,0.429,198,156
VT,Arlington,0.59,0.379,888,570
VT,Athens,0.485,0.472,112,109
VT,Bakersfield,0.542,0.419,415,321
VT,Baltimore,0.432,0.541,63,79
VT,Barnard,0.691,0.249,455,164
VT,Barnet,0.567,0.395,622,434
VT,Barre,0.607,0.348,2272,1301
VT,Barre Town,0.525,0.439,2544,2129
VT,Barton,0.518,0.454,699,613
VT,Belvidere,0.449,0.512,93,106
VT,Bennington,0.59,0.375,4235,2690
VT,Benson,0.392,0.562,249,357
VT,Berkshire,0.353,0.618,275,481
VT,Berlin,0.636,0.324,989,504
VT,Bethel,0.65,0.306,675,318
VT,Bloomfield,0.333,0.637,45,86
VT,Bolton,0.694,0.265,562,215
VT,Bradford,0.568,0.392,872,601
VT,Braintree,0.59,0.368,442,276
VT,Brandon,0.521,0.442,1229,1042
VT,Brattleboro,0.784,0.171,5068,1105
VT,Bridgewater,0.586,0.384,337,221
VT,Bridport,0.511,0.45,393,346
VT,Brighton,0.294,0.558,190,361
VT,Bristol,0.639,0.324,1493,756
VT,Brookfield,0.581,0.364,534,335
VT,Brookline,0.644,0.317,213,105
VT,Brownington,0.384,0.578,210,316
VT,Brunswick,0.426,0.525,26,32
VT,Burke,0.574,0.378,544,358
VT,Burlington,0.843,0.108,17414,2223
VT,Cabot,0.588,0.367,531,331
VT,Calais,0.731,0.213,833,243
VT,Cambridge,0.665,0.289,1462,635
VT,Canaan,0.459,0.502,247,270
VT,Castleton,0.469,0.503,1009,1081
VT,Cavendish,0.52,0.434,428,357
VT,Charleston,0.434,0.533,242,297
VT,Charlotte,0.783,0.178,2207,502
VT,Chelsea,0.517,0.414,372,298
VT,Chester,0.589,0.38,1034,667
VT,Chittenden,0.528,0.433,432,354
VT,Clarendon,0.426,0.556,621,809
VT,Colchester,0.666,0.298,6404,2864
VT,Concord,0.387,0.577,249,371
VT,Corinth,0.493,0.472,435,417
VT,Cornwall,0.787,0.177,677,152
VT,Coventry,0.407,0.564,239,331
VT,Craftsbury,0.677,0.264,530,207
VT,Danby,0.401,0.555,308,426
VT,Danville,0.571,0.382,864,578
VT,Derby,0.431,0.54,1154,1445
VT,Dorset,0.691,0.27,1006,393
VT,Dover,0.617,0.344,558,311
VT,Dummerston,0.75,0.21,981,275
VT,Duxbury,0.704,0.252,655,234
VT,East Haven,0.536,0.418,82,64
VT,East Montpelier,0.741,0.219,1291,382
VT,Eden,0.43,0.525,290,354
VT,Elmore,0.712,0.259,439,160
VT,Enosburgh,0.442,0.525,599,712
VT,Essex,0.694,0.271,4965,1936
VT,Essex Junction,0.719,0.247,4413,1520
VT,Fair Haven,0.434,0.536,586,723
VT,Fairfax,0.54,0.419,1658,1288
VT,Fairfield,0.5,0.453,577,522
VT,Fairlee,0.69,0.284,433,178
VT,Fayston,0.822,0.149,768,139
VT,Ferrisburg,0.624,0.33,1195,632
VT,Fletcher,0.592,0.364,507,312
VT,Franklin,0.401,0.553,332,458
VT,Georgia,0.5,0.468,1501,1403
VT,Glover,0.561,0.396,374,264
VT,Goshen,0.666,0.31,86,40
VT,Grafton,0.638,0.341,271,145
VT,Granby,0.469,0.51,23,25
VT,Grand Isle,0.59,0.374,853,541
VT,Granville,0.671,0.276,114,47
VT,Greensboro,0.718,0.238,376,125
VT,Groton,0.474,0.49,277,286
VT,Guildhall,0.455,0.503,85,94
VT,Guilford,0.676,0.267,941,372
VT,Halifax,0.55,0.418,292,222
VT,Hancock,0.595,0.375,119,75
VT,Hardwick,0.58,0.375,899,582
VT,Hartford,0.7,0.265,4363,1649
VT,Hartland,0.655,0.308,1432,674
VT,Highgate,0.361,0.61,639,1081
VT,Hinesburg,0.738,0.231,2322,727
VT,Holland,0.348,0.635,129,235
VT,Hubbardton,0.515,0.468,219,199
VT,Huntington,0.712,0.24,973,328
VT,Hyde Park,0.624,0.345,1118,618
VT,Ira,0.469,0.509,131,142
VT,Irasburg,0.299,0.671,208,466
VT,Isle La Motte,0.522,0.454,198,172
VT,Jamaica,0.648,0.304,380,178
VT,Jay,0.462,0.516,144,161
VT,Jericho,0.737,0.232,2656,836
VT,Johnson,0.576,0.384,915,610
VT,Killington,0.64,0.319,510,254
VT,Kirby,0.596,0.364,195,119
VT,Landgrove,0.825,0.132,94,15
VT,Leicester,0.524,0.437,319,266
VT,Lemington,0.5,0.5,25,25
VT,Lincoln,0.708,0.252,678,241
VT,Londonderry,0.637,0.333,726,380
VT,Lowell,0.339,0.621,170,312
VT,Ludlow,0.556,0.399,669,480
VT,Lunenburg,0.381,0.591,250,388
VT,Lyndon,0.473,0.485,1231,1263
VT,Maidstone,0.458,0.521,66,75
VT,Manchester,0.698,0.267,1971,755
VT,Marlboro,0.785,0.168,496,106
VT,Marshfield,0.567,0.367,545,353
VT,Mendon,0.568,0.401,427,301
VT,Middlebury,0.77,0.192,3388,845
VT,Middlesex,0.731,0.221,919,278
VT,Middletown Springs,0.545,0.408,313,234
VT,Milton,0.527,0.438,3333,2774
VT,Monkton,0.665,0.303,969,442
VT,Montgomery,0.557,0.388,419,292
VT,Montpelier,0.86,0.097,4359,491
VT,Moretown,0.738,0.21,867,247
VT,Morgan,0.409,0.564,168,232
VT,Morristown,0.694,0.266,2285,876
VT,Mount Holly,0.506,0.46,448,407
VT,Mount Tabor,0.452,0.487,52,56
VT,New Haven,0.583,0.377,681,440
VT,Newark,0.464,0.497,166,178
VT,Newbury,0.537,0.419,666,520
VT,Newfane,0.732,0.231,802,253
VT,Newport,0.539,0.423,1037,814
VT,Newport Town,0.395,0.571,346,500
VT,North Hero,0.633,0.335,478,253
VT,Northfield,0.561,0.397,1519,1075
VT,Norton,0.361,0.611,39,66
VT,Norwich,0.895,0.077,2234,193
VT,Orange,0.393,0.574,245,358
VT,Orwell,0.516,0.449,399,347
VT,Panton,0.622,0.33,271,144
VT,Pawlet,0.534,0.431,494,399
VT,Peacham,0.706,0.266,375,141
VT,Peru,0.727,0.232,213,68
VT,Pittsfield,0.603,0.358,204,121
VT,Pittsford,0.482,0.487,853,862
VT,Plainfield,0.729,0.208,586,167
VT,Plymouth,0.643,0.335,236,123
VT,Pomfret,0.747,0.216,485,140
VT,Poultney,0.479,0.492,821,844
VT,Pownal,0.462,0.513,842,936
VT,Proctor,0.523,0.442,493,416
VT,Putney,0.775,0.175,1163,262
VT,Randolph,0.642,0.312,1715,833
VT,Reading,0.683,0.281,321,132
VT,Readsboro,0.457,0.518,203,230
VT,Richford,0.416,0.545,415,544
VT,Richmond,0.768,0.194,2203,557
VT,Ripton,0.776,0.187,312,75
VT,Rochester,0.71,0.235,522,173
VT,Rockingham,0.65,0.304,1668,779
VT,Roxbury,0.616,0.346,278,156
VT,Royalton,0.62,0.331,960,513
VT,Rupert,0.594,0.344,249,144
VT,Rutland,0.558,0.41,4264,3133
VT,Rutland Town,0.56,0.401,1434,1026
VT,Ryegate,0.465,0.491,318,336
VT,Salisbury,0.558,0.417,382,285
VT,Sandgate,0.541,0.411,137,104
VT,Searsburg,0.333,0.667,20,40
VT,Shaftsbury,0.588,0.384,1305,852
VT,Sharon,0.626,0.332,617,327
VT,Sheffield,0.482,0.467,189,183
VT,Shelburne,0.805,0.165,4472,915
VT,Sheldon,0.4,0.547,416,568
VT,Shoreham,0.605,0.364,439,264
VT,Shrewsbury,0.52,0.433,374,311
VT,South Burlington,0.792,0.175,9974,2207
VT,South Hero,0.679,0.286,913,384
VT,Springfield,0.551,0.415,2512,1891
VT,St. Albans,0.62,0.343,1910,1055
VT,St. Albans Town,0.54,0.426,2062,1624
VT,St. George,0.639,0.321,304,153
VT,St. Johnsbury,0.582,0.367,2021,1277
VT,Stamford,0.407,0.573,229,322
VT,Stannard,0.646,0.315,82,40
VT,Starksboro,0.601,0.354,648,382
VT,Stockbridge,0.643,0.323,299,150
VT,Stowe,0.78,0.189,2395,579
VT,Strafford,0.811,0.152,649,122
VT,Stratton,0.572,0.38,107,71
VT,Sudbury,0.586,0.377,236,152
VT,Sunderland,0.589,0.383,404,263
VT,Sutton,0.423,0.545,224,289
VT,Swanton,0.447,0.526,1555,1829
VT,Thetford,0.745,0.219,1440,423
VT,Tinmouth,0.457,0.51,164,183
VT,Topsham,0.366,0.596,251,409
VT,Townshend,0.682,0.257,535,202
VT,Troy,0.429,0.529,358,441
VT,Tunbridge,0.599,0.357,530,316
VT,Underhill,0.71,0.248,1583,552
VT,Vergennes,0.698,0.26,1057,394
VT,Vernon,0.513,0.451,661,581
VT,Vershire,0.596,0.344,265,153
VT,Victory,0.321,0.622,17,33
VT,Waitsfield,0.807,0.16,989,196
VT,Walden,0.554,0.389,336,236
VT,Wallingford,0.512,0.446,632,551
VT,Waltham,0.655,0.277,213,90
VT,Wardsboro,0.649,0.323,328,163
VT,Warren,0.839,0.123,1020,150
VT,Washington,0.479,0.448,310,290
VT,Waterbury,0.786,0.177,2761,621
VT,Waterford,0.484,0.48,417,413
VT,Waterville,0.486,0.472,221,215
VT,Weathersfield,0.542,0.425,990,776
VT,Wells,0.408,0.565,308,426
VT,West Fairlee,0.599,0.363,224,136
VT,West Haven,0.475,0.494,76,79
VT,West Rutland,0.399,0.571,488,698
VT,West Windsor,0.736,0.229,649,202
VT,Westfield,0.565,0.382,204,138
VT,Westford,0.686,0.282,1003,413
VT,Westminster,0.696,0.258,1249,462
VT,Westmore,0.582,0.388,135,90
VT,Weston,0.726,0.229,320,101
VT,Weybridge,0.814,0.152,482,90
VT,Wheelock,0.483,0.477,217,214
VT,Whiting,0.5,0.441,118,104
VT,Whitingham,0.494,0.469,395,375
VT,Williamstown,0.432,0.526,837,1018
VT,Williston,0.73,0.238,5029,1644
VT,Wilmington,0.657,0.318,774,375
VT,Windham,0.639,0.337,184,97
VT,Windsor,0.649,0.31,1190,568
VT,Winhall,0.656,0.312,432,205
VT,Winooski,0.789,0.159,2839,571
VT,Wolcott,0.597,0.369,570,352
VT,Woodbury,0.608,0.352,350,203
VT,Woodford,0.449,0.505,98,110
VT,Woodstock,0.768,0.196,1580,404
VT,Worcester,0.722,0.203,451,127
VA,Accomack,0.429,0.562,7374,9659
VA,Albemarle,0.659,0.32,44279,21513
VA,Alexandria,0.77,0.199,62326,16112
VA,Alleghany,0.255,0.735,2114,6093
VA,Amelia,0.275,0.718,2214,5776
VA,Amherst,0.313,0.676,5429,11742
VA,Appomattox,0.24,0.748,2324,7243
VA,Arlington,0.775,0.195,100446,25223
VA,Augusta,0.257,0.73,11403,32429
VA,Bath,0.228,0.765,588,1976
VA,Bedford,0.243,0.744,12414,38017
VA,Bland,0.147,0.843,524,2998
VA,Botetourt,0.269,0.719,5915,15796
VA,Bristol,0.298,0.694,2231,5197
VA,Brunswick,0.54,0.454,4184,3523
VA,Buchanan,0.145,0.85,1355,7939
VA,Buckingham,0.377,0.611,2988,4847
VA,Buena Vista,0.268,0.71,767,2035
VA,Campbell,0.252,0.736,7890,23032
VA,Caroline,0.45,0.537,7957,9511
VA,Carroll,0.18,0.812,2925,13152
VA,Charles City,0.548,0.44,2384,1917
VA,Charlotte,0.334,0.658,2008,3963
VA,Charlottesville,0.829,0.146,19435,3428
VA,Chesapeake,0.511,0.473,65399,60550
VA,Chesterfield,0.536,0.446,112869,94030
VA,Clarke,0.406,0.573,3993,5641
VA,Colonial Heights,0.333,0.656,2982,5883
VA,Covington,0.33,0.662,818,1642
VA,Craig,0.173,0.817,542,2562
VA,Culpeper,0.368,0.617,10557,17685
VA,Cumberland,0.385,0.606,2117,3335
VA,Danville,0.599,0.389,10615,6894
VA,Dickenson,0.186,0.808,1316,5701
VA,Dinwiddie,0.381,0.612,5942,9549
VA,Emporia,0.651,0.341,1419,744
VA,Essex,0.457,0.534,2775,3245
VA,Fairfax City,0.648,0.317,8797,4302
VA,Fairfax County,0.656,0.309,386438,181895
VA,Falls Church,0.795,0.179,7200,1620
VA,Fauquier,0.384,0.599,17180,26825
VA,Floyd,0.307,0.678,2968,6551
VA,Fluvanna,0.462,0.524,7731,8777
VA,Franklin City,0.607,0.38,2359,1476
VA,Franklin County,0.268,0.72,8321,22319
VA,Frederick,0.351,0.634,18331,33117
VA,Fredericksburg,0.645,0.33,8760,4480
VA,Galax,0.277,0.715,753,1946
VA,Giles,0.223,0.767,2069,7102
VA,Gloucester,0.303,0.685,7034,15918
VA,Goochland,0.399,0.584,7875,11521
VA,Grayson,0.185,0.806,1503,6544
VA,Greene,0.368,0.614,4456,7432
VA,Greensville,0.542,0.45,2334,1936
VA,Halifax,0.391,0.601,6984,10741
VA,Hampton,0.69,0.293,43357,18383
VA,Hanover,0.364,0.621,26733,45569
VA,Harrisonburg,0.614,0.361,10641,6266
VA,Henrico,0.634,0.346,115040,62882
VA,Henry,0.332,0.659,8457,16800
VA,Highland,0.271,0.713,416,1095
VA,Hopewell,0.563,0.425,5078,3838
VA,Isle of Wight,0.395,0.592,9779,14659
VA,James City,0.522,0.46,26742,23575
VA,King and Queen,0.367,0.623,1536,2608
VA,King George,0.366,0.615,5657,9500
VA,King William,0.292,0.698,3388,8080
VA,Lancaster,0.459,0.529,3355,3866
VA,Lee,0.137,0.857,1391,8674
VA,Lexington,0.62,0.356,1795,1030
VA,Loudoun,0.563,0.401,129280,92107
VA,Louisa,0.363,0.625,8779,15084
VA,Lunenburg,0.383,0.611,2253,3594
VA,Lynchburg,0.45,0.529,16664,19574
VA,Madison,0.318,0.669,2700,5671
VA,Manassas,0.562,0.414,9048,6670
VA,Manassas Park,0.585,0.386,3506,2314
VA,Martinsville,0.605,0.38,3435,2155
VA,Mathews,0.298,0.691,1774,4106
VA,Mecklenburg,0.393,0.6,6404,9791
VA,Middlesex,0.358,0.631,2473,4357
VA,Montgomery,0.506,0.471,23811,22179
VA,Nelson,0.456,0.531,4298,5004
VA,New Kent,0.335,0.653,5641,10974
VA,Newport News,0.634,0.348,48169,26385
VA,Norfolk,0.697,0.283,59941,24377
VA,Northampton,0.526,0.464,3603,3183
VA,Northumberland,0.389,0.6,3202,4938
VA,Norton,0.279,0.714,458,1174
VA,Nottoway,0.384,0.607,2636,4168
VA,Orange,0.37,0.616,8274,13764
VA,Page,0.225,0.764,2976,10123
VA,Patrick,0.194,0.797,1886,7746
VA,Petersburg,0.855,0.13,11219,1702
VA,Pittsylvania,0.281,0.712,9599,24310
VA,Poquoson,0.263,0.719,2119,5800
VA,Portsmouth,0.684,0.299,28306,12370
VA,Powhatan,0.274,0.713,5734,14918
VA,Prince Edward,0.48,0.505,4539,4782
VA,Prince George,0.388,0.601,6842,10590
VA,Prince William,0.573,0.394,131128,90203
VA,Pulaski,0.272,0.718,4830,12732
VA,Radford,0.491,0.485,3231,3197
VA,Rappahannock,0.403,0.581,2041,2943
VA,Richmond City,0.816,0.157,88710,17041
VA,Richmond County,0.345,0.647,1439,2697
VA,Roanoke City,0.608,0.373,25737,15787
VA,Roanoke County,0.38,0.604,21693,34453
VA,Rockbridge,0.324,0.66,4160,8468
VA,Rockingham,0.29,0.694,13418,32045
VA,Russell,0.16,0.834,2172,11303
VA,Salem,0.396,0.588,5237,7769
VA,Scott,0.145,0.848,1607,9392
VA,Shenandoah,0.282,0.703,6914,17215
VA,Smyth,0.194,0.796,2805,11521
VA,Southampton,0.368,0.622,3626,6133
VA,Spotsylvania,0.449,0.535,35747,42531
VA,Stafford,0.494,0.486,41252,40590
VA,Staunton,0.557,0.424,7592,5778
VA,Suffolk,0.571,0.413,30597,22112
VA,Surry,0.49,0.497,2176,2205
VA,Sussex,0.518,0.474,2539,2322
VA,Tazewell,0.152,0.839,3030,16711
VA,Virginia Beach,0.504,0.478,115412,109375
VA,Warren,0.305,0.679,6910,15400
VA,Washington,0.229,0.761,6772,22455
VA,Waynesboro,0.463,0.52,5240,5882
VA,Westmoreland,0.423,0.566,4491,6003
VA,Williamsburg,0.711,0.268,5613,2119
VA,Winchester,0.539,0.442,6407,5252
VA,Wise,0.181,0.812,3036,13655
VA,Wythe,0.199,0.792,3075,12267
VA,York,0.46,0.521,18296,20722
WA,Adams,0.271,0.702,1455,3767
WA,Asotin,0.356,0.611,4082,7004
WA,Benton,0.374,0.591,37662,59555
WA,Chelan,0.436,0.53,18397,22363
WA,Clallam,0.523,0.445,25440,21632
WA,Clark,0.518,0.448,143206,123998
WA,Columbia,0.266,0.699,661,1737
WA,Cowlitz,0.385,0.583,22825,34580
WA,Douglas,0.35,0.618,7410,13095
WA,Ferry,0.319,0.647,1315,2667
WA,Franklin,0.373,0.598,11884,19086
WA,Garfield,0.244,0.72,330,973
WA,Grant,0.298,0.671,10806,24326
WA,Grays Harbor,0.454,0.514,17161,19432
WA,Island,0.564,0.4,29595,20967
WA,Jefferson,0.707,0.256,17459,6324
WA,King,0.736,0.223,832606,252193
WA,Kitsap,0.585,0.376,91731,59080
WA,Kittitas,0.408,0.553,10810,14645
WA,Klickitat,0.435,0.527,5917,7178
WA,Lewis,0.318,0.647,14433,29322
WA,Lincoln,0.235,0.738,1678,5272
WA,Mason,0.469,0.494,17215,18127
WA,Okanogan,0.408,0.557,8466,11555
WA,Pacific,0.479,0.492,6825,7010
WA,Pend Oreille,0.288,0.682,2461,5826
WA,Pierce,0.535,0.428,235169,188194
WA,San Juan,0.733,0.222,9539,2890
WA,Skagit,0.526,0.438,36956,30765
WA,Skamania,0.428,0.539,3147,3961
WA,Snohomish,0.574,0.386,240099,161371
WA,Spokane,0.457,0.506,131163,145338
WA,Stevens,0.265,0.704,7492,19895
WA,Thurston,0.581,0.379,95663,62282
WA,Wahkiakum,0.393,0.574,1204,1757
WA,Walla Walla,0.443,0.523,13106,15476
WA,Whatcom,0.604,0.357,83295,49213
WA,Whitman,0.523,0.434,10480,8699
WA,Yakima,0.414,0.556,36706,49368
WV,Barbour,0.187,0.793,1199,5071
WV,Berkeley,0.312,0.67,17500,37580
WV,Boone,0.202,0.775,1641,6314
WV,Braxton,0.232,0.751,1233,3991
WV,Brooke,0.268,0.714,2621,6986
WV,Cabell,0.38,0.599,13474,21229
WV,Calhoun,0.166,0.814,488,2391
WV,Clay,0.179,0.802,580,2597
WV,Doddridge,0.126,0.86,374,2541
WV,Fayette,0.281,0.698,4387,10910
WV,Gilmer,0.207,0.777,486,1822
WV,Grant,0.099,0.889,552,4949
WV,Greenbrier,0.28,0.701,4196,10517
WV,Hampshire,0.18,0.806,1890,8464
WV,Hancock,0.258,0.726,3360,9462
WV,Hardy,0.202,0.779,1297,4997
WV,Harrison,0.285,0.694,8402,20480
