STATE_ABBREV,COUNTY_NAME,Dem_Percent,Rep_Percent,Dem_VoteCnt,Rep_VoteCnt
MA,Charlemont,0.657,0.289,479,211
MA,Charlton,0.426,0.551,3494,4519
MA,Chatham,0.611,0.36,2962,1746
MA,Chelmsford,0.604,0.369,12937,7901
MA,Chelsea,0.667,0.299,5787,2594
MA,Cheshire,0.532,0.452,1032,876
MA,Chester,0.394,0.584,293,434
MA,Chesterfield,0.604,0.354,497,291
MA,Chicopee,0.516,0.459,12630,11247
MA,Chilmark,0.836,0.132,778,123
MA,Clarksburg,0.567,0.41,551,398
MA,Clinton,0.558,0.416,4192,3125
MA,Cohasset,0.645,0.32,3458,1715
MA,Colrain,0.622,0.345,644,358
MA,Concord,0.809,0.162,9588,1924
MA,Conway,0.724,0.242,943,315
MA,Cummington,0.687,0.272,399,158
MA,Dalton,0.645,0.33,2322,1189
MA,Danvers,0.538,0.44,8769,7169
MA,Dartmouth,0.493,0.49,9054,8994
MA,Dedham,0.633,0.337,9494,5059
MA,Deerfield,0.703,0.263,2307,865
MA,Dennis,0.569,0.409,5809,4178
MA,Dighton,0.398,0.586,1906,2805
MA,Douglas,0.417,0.567,2407,3271
MA,Dover,0.654,0.3,2439,1117
MA,Dracut,0.454,0.528,7889,9188
MA,Dudley,0.423,0.556,2686,3532
MA,Dunstable,0.545,0.437,1205,966
MA,Duxbury,0.591,0.38,6298,4054
MA,East Bridgewater,0.435,0.543,3726,4643
MA,East Brookfield,0.413,0.571,556,769
MA,East Longmeadow,0.493,0.486,4839,4764
MA,Eastham,0.697,0.28,2885,1157
MA,Easthampton,0.709,0.251,7216,2561
MA,Easton,0.565,0.408,7997,5777
MA,Edgartown,0.679,0.296,1969,857
MA,Egremont,0.789,0.185,752,176
MA,Erving,0.517,0.449,500,434
MA,Essex,0.637,0.335,1540,810
MA,Everett,0.609,0.362,7629,4534
MA,Fairhaven,0.501,0.483,4781,4608
MA,Fall River,0.482,0.499,14726,15230
MA,Falmouth,0.624,0.354,13744,7786
MA,Fitchburg,0.547,0.427,8613,6721
MA,Florida,0.449,0.531,184,218
MA,Foxborough,0.541,0.429,5986,4741
MA,Framingham,0.693,0.277,20681,8272
MA,Franklin,0.58,0.394,11509,7825
MA,Freetown,0.403,0.574,2236,3184
MA,Gardner,0.514,0.461,4835,4338
MA,Georgetown,0.517,0.459,2855,2535
MA,Gill,0.685,0.286,691,288
MA,Gloucester,0.628,0.348,11138,6175
MA,Goshen,0.587,0.386,391,257
MA,Gosnold,0.761,0.224,51,15
MA,Grafton,0.594,0.377,6651,4216
MA,Granby,0.492,0.49,1930,1921
MA,Granville,0.366,0.609,357,594
MA,Great Barrington,0.788,0.179,3098,705
MA,Greenfield,0.7,0.262,6655,2490
MA,Groton,0.665,0.304,4810,2196
MA,Groveland,0.508,0.467,2250,2069
MA,Hadley,0.677,0.293,2234,968
MA,Halifax,0.426,0.557,2076,2714
MA,Hamilton,0.662,0.303,3157,1445
MA,Hampden,0.436,0.545,1418,1774
MA,Hancock,0.507,0.468,245,226
MA,Hanover,0.472,0.506,4576,4905
MA,Hanson,0.433,0.545,2937,3698
MA,Hardwick,0.449,0.531,706,834
MA,Harvard,0.743,0.225,2983,903
MA,Harwich,0.603,0.376,5598,3492
MA,Hatfield,0.66,0.317,1472,707
MA,Haverhill,0.542,0.436,16959,13635
MA,Hawley,0.619,0.349,117,66
MA,Heath,0.596,0.38,279,178
MA,Hingham,0.643,0.325,10065,5092
MA,Hinsdale,0.588,0.386,708,464
MA,Holbrook,0.551,0.424,3278,2522
MA,Holden,0.557,0.421,6911,5222
MA,Holland,0.418,0.555,658,875
MA,Holliston,0.684,0.284,6359,2639
MA,Holyoke,0.635,0.334,9409,4943
MA,Hopedale,0.573,0.398,2054,1428
MA,Hopkinton,0.662,0.308,6843,3179
MA,Hubbardston,0.427,0.546,1262,1614
MA,Hudson,0.602,0.368,6793,4153
MA,Hull,0.609,0.369,4171,2523
MA,Huntington,0.451,0.53,554,651
MA,Ipswich,0.637,0.335,6055,3185
MA,Kingston,0.49,0.489,4245,4242
MA,Lakeville,0.421,0.556,3268,4321
MA,Lancaster,0.548,0.424,2322,1796
MA,Lanesborough,0.625,0.352,1156,650
MA,Lawrence,0.572,0.402,12073,8477
MA,Lee,0.66,0.309,2133,999
MA,Leicester,0.45,0.527,2822,3310
MA,Lenox,0.784,0.189,2563,617
MA,Leominster,0.534,0.442,10955,9059
MA,Leverett,0.833,0.124,1079,160
MA,Lexington,0.783,0.179,14362,3279
MA,Leyden,0.636,0.321,315,159
MA,Lincoln,0.812,0.158,3258,634
MA,Littleton,0.665,0.312,4295,2014
MA,Longmeadow,0.611,0.359,5960,3500
MA,Lowell,0.604,0.37,21080,12906
MA,Ludlow,0.449,0.53,5025,5930
MA,Lunenburg,0.533,0.443,3866,3207
MA,Lynn,0.598,0.374,18982,11865
MA,Lynnfield,0.476,0.509,3813,4078
MA,Malden,0.677,0.285,15327,6443
MA,Manchester,0.708,0.262,2575,952
MA,Mansfield,0.569,0.397,7939,5533
MA,Marblehead,0.686,0.289,9299,3915
MA,Marion,0.616,0.36,2236,1308
MA,Marlborough,0.608,0.367,10996,6651
MA,Marshfield,0.516,0.465,8903,8028
MA,Mashpee,0.566,0.414,5883,4305
MA,Mattapoisett,0.559,0.423,2739,2076
MA,Maynard,0.71,0.264,4743,1766
MA,Medfield,0.653,0.312,5230,2500
MA,Medford,0.705,0.26,21050,7774
MA,Medway,0.596,0.378,5029,3192
MA,Melrose,0.703,0.268,12041,4579
MA,Mendon,0.5,0.476,1972,1877
MA,Merrimac,0.556,0.423,2383,1814
MA,Methuen,0.497,0.481,12220,11830
MA,Middleborough,0.418,0.563,6021,8114
MA,Middlefield,0.587,0.4,185,126
MA,Middleton,0.442,0.532,2558,3083
MA,Milford,0.545,0.427,7586,5942
MA,Millbury,0.483,0.494,3904,3994
MA,Millis,0.595,0.377,3560,2256
MA,Millville,0.395,0.589,708,1055
MA,Milton,0.701,0.272,11718,4544
MA,Monroe,0.364,0.591,24,39
MA,Monson,0.444,0.536,2247,2713
MA,Montague,0.672,0.283,3233,1362
MA,Monterey,0.807,0.159,482,95
MA,Montgomery,0.432,0.551,237,302
MA,Mount Washington,0.769,0.19,93,23
MA,Nahant,0.622,0.362,1445,841
MA,Nantucket,0.672,0.305,4784,2171
MA,Natick,0.727,0.245,15161,5119
MA,Needham,0.75,0.218,14586,4233
MA,New Ashford,0.574,0.401,93,65
MA,New Bedford,0.53,0.449,18372,15552
MA,New Braintree,0.462,0.521,307,346
MA,New Marlborough,0.688,0.284,666,275
MA,New Salem,0.591,0.366,420,260
MA,Newbury,0.606,0.369,2946,1793
MA,Newburyport,0.709,0.264,8811,3278
MA,Newton,0.78,0.186,36445,8699
MA,Norfolk,0.574,0.404,3895,2743
MA,North Adams,0.664,0.313,3758,1774
MA,North Andover,0.586,0.386,9912,6529
MA,North Attleborough,0.523,0.449,8814,7579
MA,North Brookfield,0.409,0.574,1156,1623
MA,North Reading,0.528,0.448,5226,4435
MA,Northampton,0.848,0.105,14477,1800
MA,Northborough,0.639,0.324,5851,2969
MA,Northbridge,0.477,0.492,4373,4515
MA,Northfield,0.608,0.355,1179,689
MA,Norton,0.5,0.473,5319,5028
MA,Norwell,0.556,0.415,3924,2930
MA,Norwood,0.591,0.381,9566,6156
MA,Oak Bluffs,0.723,0.257,2247,798
MA,Oakham,0.407,0.57,514,720
MA,Orange,0.48,0.496,1879,1942
MA,Orleans,0.676,0.301,3225,1433
MA,Otis,0.514,0.457,549,489
MA,Oxford,0.44,0.542,3310,4084
MA,Palmer,0.43,0.549,2755,3520
MA,Paxton,0.524,0.454,1557,1350
MA,Peabody,0.505,0.475,14571,13684
MA,Pelham,0.874,0.103,743,88
MA,Pembroke,0.472,0.504,5420,5792
MA,Pepperell,0.51,0.459,3729,3357
MA,Peru,0.493,0.47,256,244
MA,Petersham,0.579,0.393,518,352
MA,Phillipston,0.378,0.602,438,697
MA,Pittsfield,0.704,0.272,14628,5658
MA,Plainfield,0.64,0.318,274,136
MA,Plainville,0.498,0.472,2782,2633
MA,Plymouth,0.537,0.442,21658,17831
MA,Plympton,0.444,0.536,878,1061
MA,Princeton,0.58,0.394,1466,996
MA,Provincetown,0.912,0.072,2429,191
MA,Quincy,0.609,0.361,25651,15210
MA,Randolph,0.743,0.234,11410,3588
MA,Raynham,0.454,0.526,4059,4694
MA,Reading,0.638,0.343,10431,5607
MA,Rehoboth,0.427,0.556,3455,4501
MA,Revere,0.528,0.44,9711,8102
MA,Richmond,0.765,0.211,772,213
MA,Rochester,0.419,0.56,1665,2225
MA,Rockland,0.487,0.487,4726,4729
MA,Rockport,0.72,0.257,3725,1332
MA,Rowe,0.528,0.46,139,121
MA,Rowley,0.505,0.47,2063,1919
MA,Royalston,0.485,0.483,392,391
MA,Russell,0.388,0.581,350,524
MA,Rutland,0.461,0.512,2736,3035
MA,Salem,0.714,0.258,16536,5967
MA,Salisbury,0.482,0.495,2657,2727
MA,Sandisfield,0.555,0.421,280,212
MA,Sandwich,0.532,0.446,7256,6079
MA,Saugus,0.442,0.541,6617,8112
MA,Savoy,0.493,0.488,213,211
MA,Scituate,0.617,0.362,8229,4836
MA,Seekonk,0.483,0.493,4392,4483
MA,Sharon,0.712,0.257,7575,2731
MA,Sheffield,0.68,0.283,1373,572
MA,Shelburne,0.747,0.213,914,261
MA,Sherborn,0.755,0.205,2089,566
MA,Shirley,0.552,0.418,2030,1536
MA,Shrewsbury,0.593,0.369,11852,7378
MA,Shutesbury,0.829,0.136,1030,169
MA,Somerset,0.472,0.512,5199,5629
MA,Somerville,0.839,0.114,33218,4512
MA,South Hadley,0.63,0.342,6237,3390
MA,Southampton,0.524,0.451,2120,1826
MA,Southborough,0.671,0.295,4135,1818
MA,Southbridge,0.5,0.476,3501,3330
MA,Southwick,0.392,0.587,2289,3430
MA,Spencer,0.436,0.544,2791,3477
MA,Springfield,0.655,0.32,33329,16274
MA,Sterling,0.513,0.461,2832,2541
MA,Stockbridge,0.819,0.163,1073,213
MA,Stoneham,0.568,0.413,7650,5560
MA,Stoughton,0.618,0.361,9106,5319
MA,Stow,0.721,0.245,3434,1168
MA,Sturbridge,0.522,0.451,3137,2709
MA,Sudbury,0.742,0.225,8768,2656
MA,Sunderland,0.749,0.211,1408,397
MA,Sutton,0.458,0.518,2882,3258
MA,Swampscott,0.681,0.294,6219,2689
MA,Swansea,0.426,0.555,4402,5735
MA,Taunton,0.503,0.476,13582,12837
MA,Templeton,0.41,0.562,1883,2583
MA,Tewksbury,0.485,0.493,9002,9161
MA,Tisbury,0.762,0.206,2031,548
MA,Tolland,0.455,0.538,148,175
MA,Topsfield,0.581,0.394,2480,1685
MA,Townsend,0.464,0.516,2557,2846
MA,Truro,0.789,0.197,1434,358
MA,Tyngsborough,0.503,0.477,3767,3575
MA,Tyringham,0.698,0.252,224,81
MA,Upton,0.568,0.404,3086,2192
MA,Uxbridge,0.466,0.512,4172,4585
MA,Wakefield,0.588,0.385,9585,6270
MA,Wales,0.384,0.595,434,673
MA,Walpole,0.55,0.42,8692,6634
MA,Waltham,0.681,0.295,18048,7824
MA,Ware,0.453,0.527,2298,2672
MA,Wareham,0.5,0.484,6535,6319
MA,Warren,0.404,0.569,1072,1509
MA,Warwick,0.614,0.346,309,174
MA,Washington,0.611,0.361,218,129
MA,Watertown,0.751,0.214,13539,3864
MA,Wayland,0.77,0.195,6787,1718
MA,Webster,0.449,0.529,3671,4319
MA,Wellesley,0.742,0.223,11342,3409
MA,Wellfleet,0.758,0.211,1890,525
MA,Wendell,0.734,0.209,439,125
MA,Wenham,0.66,0.301,1718,782
MA,West Boylston,0.571,0.396,2643,1832
MA,West Bridgewater,0.442,0.539,2020,2465
MA,West Brookfield,0.481,0.5,1126,1170
MA,West Newbury,0.635,0.335,2068,1092
MA,West Springfield,0.489,0.485,6237,6186
MA,West Stockbridge,0.782,0.179,730,167
MA,West Tisbury,0.802,0.168,1757,367
MA,Westborough,0.679,0.284,7038,2938
MA,Westfield,0.468,0.507,9407,10189
MA,Westford,0.645,0.321,9543,4751
MA,Westhampton,0.617,0.351,762,434
MA,Westminster,0.483,0.492,2588,2640
MA,Weston,0.693,0.271,4484,1757
MA,Westport,0.458,0.523,4955,5663
MA,Westwood,0.618,0.347,6203,3491
MA,Weymouth,0.551,0.423,17340,13299
MA,Whately,0.661,0.316,717,343
MA,Whitman,0.476,0.502,4113,4337
MA,Wilbraham,0.505,0.466,4648,4290
MA,Williamsburg,0.758,0.202,1373,366
MA,Williamstown,0.834,0.137,3006,495
MA,Wilmington,0.506,0.47,7206,6692
MA,Winchendon,0.412,0.56,2159,2933
MA,Winchester,0.688,0.276,9099,3650
MA,Windsor,0.608,0.37,338,206
MA,Winthrop,0.551,0.425,5154,3976
MA,Woburn,0.567,0.407,12352,8873
MA,Worcester,0.624,0.345,40923,22598
MA,Worthington,0.613,0.337,536,295
MA,Wrentham,0.506,0.463,3957,3620
MA,Yarmouth,0.569,0.412,8746,6336
MI,Alcona,0.286,0.703,2140,5257
MI,Alger,0.395,0.593,2075,3116
MI,Allegan,0.357,0.629,25637,45206
MI,Alpena,0.351,0.637,6038,10967
MI,Antrim,0.375,0.612,6330,10341
MI,Arenac,0.291,0.697,2662,6379
MI,Baraga,0.343,0.642,1488,2779
MI,Barry,0.321,0.664,12391,25650
MI,Bay,0.42,0.567,25767,34792
MI,Benzie,0.45,0.537,5780,6895
MI,Berrien,0.454,0.532,38323,44975
MI,Branch,0.28,0.704,5911,14848
MI,Calhoun,0.423,0.564,28988,38606
MI,Cass,0.325,0.664,9050,18505
MI,Charlevoix,0.408,0.577,7197,10183
MI,Cheboygan,0.338,0.649,5543,10653
MI,Chippewa,0.37,0.613,6796,11249
MI,Clare,0.305,0.681,5273,11772
MI,Clinton,0.449,0.535,22450,26751
MI,Crawford,0.325,0.662,2752,5613
MI,Delta,0.341,0.645,7462,14109
MI,Dickinson,0.311,0.674,4763,10324
MI,Eaton,0.476,0.508,31056,33102
MI,Emmet,0.438,0.545,10005,12465
MI,Genesee,0.514,0.472,114670,105303
MI,Gladwin,0.291,0.698,4501,10809
MI,Gogebic,0.408,0.579,3385,4803
MI,Grand Traverse,0.483,0.501,30339,31423
MI,Gratiot,0.337,0.65,6682,12894
MI,Hillsdale,0.237,0.75,5875,18631
MI,Houghton,0.407,0.577,7881,11181
MI,Huron,0.291,0.697,5522,13224
MI,Ingham,0.638,0.341,94542,50564
MI,Ionia,0.333,0.652,11338,22179
MI,Iosco,0.34,0.646,5344,10155
MI,Iron,0.347,0.641,2441,4501
MI,Isabella,0.454,0.529,14011,16320
MI,Jackson,0.386,0.599,32348,50199
MI,Kalamazoo,0.58,0.403,84501,58671
MI,Kalkaska,0.278,0.707,3206,8149
MI,Kent,0.518,0.464,192668,172720
MI,Keweenaw,0.428,0.556,690,896
MI,Lake,0.332,0.654,2298,4523
MI,Lapeer,0.295,0.693,16338,38398
MI,Leelanau,0.532,0.454,9406,8035
MI,Lenawee,0.378,0.608,20787,33463
MI,Livingston,0.374,0.613,49503,81217
MI,Luce,0.258,0.727,769,2170
MI,Mackinac,0.37,0.618,2675,4476
MI,Macomb,0.422,0.559,214977,284660
MI,Manistee,0.412,0.572,6309,8748
MI,Marquette,0.535,0.448,20866,17459
MI,Mason,0.386,0.6,6973,10830
MI,Mecosta,0.342,0.642,7688,14445
MI,Menominee,0.326,0.662,4256,8647
MI,Midland,0.416,0.568,20926,28571
MI,Missaukee,0.213,0.772,1945,7066
MI,Monroe,0.357,0.628,32622,57405
MI,Montcalm,0.298,0.687,10368,23946
MI,Montmorency,0.266,0.72,1702,4599
MI,Muskegon,0.484,0.501,46028,47733
MI,Newaygo,0.278,0.706,8131,20630
MI,Oakland,0.543,0.437,419519,337791
MI,Oceana,0.342,0.642,5085,9547
MI,Ogemaw,0.283,0.703,3578,8879
MI,Ontonagon,0.342,0.645,1313,2479
MI,Osceola,0.252,0.731,3326,9639
MI,Oscoda,0.272,0.716,1414,3716
MI,Otsego,0.316,0.67,5052,10693
MI,Ottawa,0.39,0.595,69653,106133
MI,Presque Isle,0.347,0.637,3036,5568
MI,Roscommon,0.329,0.659,5290,10582
MI,Saginaw,0.477,0.51,49515,52912
MI,Sanilac,0.255,0.732,5957,17080
MI,Schoolcraft,0.333,0.653,1631,3196
MI,Shiawassee,0.377,0.608,15335,24718
MI,St. Clair,0.319,0.666,30844,64277
MI,St. Joseph,0.322,0.662,9452,19403
MI,Tuscola,0.279,0.709,8562,21764
MI,Van Buren,0.417,0.569,17175,23407
MI,Washtenaw,0.709,0.266,157152,58844
MI,Wayne,0.627,0.337,537032,288860
MI,Wexford,0.32,0.666,6224,12968
MN,Aitkin,0.337,0.645,3524,6741
MN,Anoka,0.464,0.508,97667,106974
MN,Becker,0.326,0.657,6435,12961
MN,Beltrami,0.462,0.519,11493,12898
MN,Benton,0.31,0.669,7084,15260
MN,Big Stone,0.341,0.636,964,1796
MN,Blue Earth,0.482,0.494,17558,18001
MN,Brown,0.313,0.664,4576,9692
MN,Carlton,0.476,0.501,9905,10435
MN,Carver,0.461,0.515,31869,35586
MN,Cass,0.325,0.659,6300,12759
MN,Chippewa,0.321,0.661,2026,4175
MN,Chisago,0.334,0.647,11894,23047
MN,Clay,0.49,0.486,16121,15965
MN,Clearwater,0.243,0.742,1169,3575
MN,Cook,0.66,0.312,2416,1142
MN,Cottonwood,0.285,0.694,1705,4157
MN,Crow Wing,0.335,0.647,14173,27423
MN,Dakota,0.551,0.423,143267,109995
MN,Dodge,0.329,0.648,4108,8095
MN,Douglas,0.316,0.666,7938,16726
MN,Faribault,0.303,0.676,2352,5247
MN,Fillmore,0.363,0.617,4491,7638
MN,Freeborn,0.386,0.599,6448,10003
MN,Goodhue,0.407,0.571,11731,16461
MN,Grant,0.335,0.64,1187,2266
MN,Hennepin,0.698,0.274,502710,197244
MN,Houston,0.408,0.573,4667,6547
MN,Hubbard,0.333,0.647,4536,8809
MN,Isanti,0.285,0.696,7384,18027
MN,Itasca,0.39,0.591,10467,15863
MN,Jackson,0.28,0.7,1581,3949
MN,Kanabec,0.28,0.703,2718,6818
MN,Kandiyohi,0.336,0.645,7814,15014
MN,Kittson,0.364,0.614,911,1535
MN,Koochiching,0.363,0.619,2465,4204
MN,Lac Qui Parle,0.329,0.651,1314,2600
MN,Lake,0.508,0.469,3534,3265
MN,Lake of the Woods,0.257,0.729,604,1710
MN,Le Sueur,0.323,0.658,5636,11503
MN,Lincoln,0.3,0.677,972,2190
MN,Lyon,0.33,0.647,4284,8400
MN,Mahnomen,0.447,0.534,975,1165
MN,Marshall,0.234,0.75,1177,3774
MN,Martin,0.294,0.689,3171,7442
MN,McLeod,0.301,0.679,6374,14394
MN,Meeker,0.278,0.704,3802,9645
MN,Mille Lacs,0.288,0.696,4374,10570
MN,Morrison,0.212,0.771,4306,15666
MN,Mower,0.438,0.543,8312,10297
MN,Murray,0.279,0.702,1329,3346
MN,Nicollet,0.486,0.491,9441,9540
MN,Nobles,0.314,0.67,2599,5541
MN,Norman,0.374,0.596,1233,1963
MN,Olmsted,0.54,0.434,49121,39467
MN,Otter Tail,0.32,0.661,11752,24276
MN,Pennington,0.33,0.644,2439,4756
MN,Pine,0.316,0.667,5339,11274
MN,Pipestone,0.251,0.731,1215,3537
MN,Polk,0.322,0.659,4967,10162
MN,Pope,0.332,0.648,2398,4677
MN,Ramsey,0.702,0.271,195168,75284
MN,Red Lake,0.303,0.673,642,1425
MN,Redwood,0.276,0.708,2300,5895
MN,Renville,0.283,0.696,2280,5610
MN,Rice,0.476,0.502,17353,18264
MN,Rock,0.295,0.687,1585,3690
MN,Roseau,0.246,0.739,2093,6279
MN,Scott,0.446,0.531,40214,47837
MN,Sherburne,0.316,0.664,18329,38491
MN,Sibley,0.275,0.704,2351,6014
MN,St. Louis,0.557,0.421,66335,50065
MN,Stearns,0.356,0.623,30829,53932
MN,Steele,0.367,0.61,7650,12742
MN,Stevens,0.356,0.625,1827,3213
MN,Swift,0.32,0.661,1618,3340
MN,Todd,0.224,0.758,3072,10392
MN,Traverse,0.331,0.646,597,1165
MN,Wabasha,0.349,0.631,4721,8523
MN,Wadena,0.236,0.749,1898,6028
MN,Waseca,0.328,0.652,3402,6770
MN,Washington,0.533,0.444,90324,75271
MN,Watonwan,0.349,0.626,1723,3087
MN,Wilkin,0.294,0.683,986,2290
MN,Winona,0.465,0.514,12929,14288
MN,Wright,0.343,0.635,30883,57211
MN,Yellow Medicine,0.286,0.691,1548,3738
MS,Adams,0.565,0.426,6743,5081
MS,Alcorn,0.154,0.837,2328,12657
MS,Amite,0.33,0.658,2246,4484
MS,Attala,0.38,0.613,2930,4723
MS,Benton,0.34,0.653,1318,2535
MS,Bolivar,0.615,0.378,6419,3943
MS,Calhoun,0.256,0.736,1547,4443
MS,Carroll,0.276,0.718,1431,3730
MS,Chickasaw,0.427,0.564,3090,4079
MS,Choctaw,0.248,0.741,965,2881
MS,Claiborne,0.833,0.158,2950,558
MS,Clarke,0.321,0.673,2430,5093
MS,Clay,0.548,0.444,4960,4017
MS,Coahoma,0.694,0.295,4711,2008
MS,Copiah,0.465,0.526,5426,6134
MS,Covington,0.33,0.662,2921,5869
MS,DeSoto,0.367,0.608,29023,48064
MS,Forrest,0.403,0.582,11475,16579
MS,Franklin,0.298,0.696,1213,2831
MS,George,0.103,0.891,1138,9858
MS,Greene,0.148,0.845,835,4776
MS,Grenada,0.416,0.579,4060,5651
MS,Hancock,0.201,0.788,4262,16684
MS,Harrison,0.35,0.639,26555,48497
MS,Hinds,0.724,0.263,62840,22816
MS,Holmes,0.805,0.185,5420,1243
MS,Humphreys,0.704,0.285,2443,990
MS,Issaquena,0.461,0.476,287,296
MS,Itawamba,0.097,0.897,1027,9523
MS,Jackson,0.295,0.694,15469,36376
MS,Jasper,0.472,0.522,3722,4118
MS,Jefferson,0.827,0.164,2727,541
MS,Jefferson Davis,0.565,0.428,3041,2302
MS,Jones,0.262,0.73,7272,20265
MS,Kemper,0.583,0.414,2381,1691
MS,Lafayette,0.383,0.6,8956,14050
MS,Lamar,0.25,0.737,7038,20775
MS,Lauderdale,0.39,0.602,10677,16487
MS,Lawrence,0.314,0.679,1899,4113
MS,Leake,0.38,0.614,3182,5143
MS,Lee,0.3,0.689,10616,24339
MS,Leflore,0.687,0.303,6476,2854
MS,Lincoln,0.27,0.723,4262,11432
MS,Lowndes,0.454,0.536,11096,13087
MS,Madison,0.407,0.58,22700,32333
MS,Marion,0.287,0.704,3215,7874
MS,Marshall,0.46,0.532,6888,7977
MS,Monroe,0.317,0.676,5090,10861
MS,Montgomery,0.392,0.601,1737,2658
MS,Neshoba,0.241,0.751,2622,8154
MS,Newton,0.279,0.712,2603,6641
MS,Noxubee,0.735,0.259,3269,1151
MS,Oktibbeha,0.49,0.493,8851,8901
MS,Panola,0.42,0.569,6061,8202
MS,Pearl River,0.161,0.828,3982,20438
MS,Perry,0.195,0.799,1078,4425
MS,Pike,0.478,0.513,7402,7943
MS,Pontotoc,0.157,0.835,2214,11740
MS,Prentiss,0.166,0.827,1727,8581
MS,Quitman,0.644,0.337,1725,902
MS,Rankin,0.259,0.73,18060,50896
MS,Scott,0.377,0.617,3729,6098
MS,Sharkey,0.68,0.312,1201,551
MS,Simpson,0.314,0.681,3479,7552
MS,Smith,0.194,0.801,1486,6146
MS,Stone,0.205,0.785,1620,6214
MS,Sunflower,0.674,0.319,5312,2515
MS,Tallahatchie,0.525,0.465,2630,2333
MS,Tate,0.276,0.714,3555,9185
MS,Tippah,0.161,0.832,1547,7984
MS,Tishomingo,0.102,0.891,921,8064
MS,Tunica,0.689,0.299,1837,799
MS,Union,0.145,0.846,1807,10559
MS,Walthall,0.361,0.63,2355,4114
MS,Warren,0.474,0.514,8683,9407
MS,Washington,0.67,0.32,9735,4649
MS,Wayne,0.332,0.659,3028,6013
MS,Webster,0.171,0.823,872,4195
MS,Wilkinson,0.62,0.367,1817,1075
MS,Winston,0.405,0.587,3392,4922
MS,Yalobusha,0.389,0.599,2289,3518
MS,Yazoo,0.484,0.508,4342,4558
MO,Adair,0.326,0.661,3334,6771
MO,Andrew,0.235,0.752,2312,7407
MO,Atchison,0.195,0.793,529,2152
MO,Audrain,0.255,0.732,2688,7699
MO,Barry,0.178,0.813,2873,13138
MO,Barton,0.136,0.858,820,5159
MO,Bates,0.187,0.803,1563,6702
MO,Benton,0.201,0.792,2166,8526
MO,Bollinger,0.123,0.871,756,5365
MO,Boone,0.538,0.44,48452,39673
MO,Buchanan,0.352,0.632,12598,22606
MO,Butler,0.177,0.815,3160,14549
MO,Caldwell,0.189,0.802,888,3771
MO,Callaway,0.276,0.709,5926,15206
MO,Camden,0.224,0.767,5724,19597
MO,Cape Girardeau,0.262,0.726,10561,29315
MO,Carroll,0.174,0.819,789,3708
MO,Carter,0.127,0.869,364,2488
MO,Cass,0.333,0.654,19753,38792
MO,Cedar,0.147,0.844,1060,6064
MO,Chariton,0.214,0.777,875,3179
MO,Christian,0.233,0.756,11850,38379
MO,Clark,0.188,0.804,628,2679
MO,Clay,0.463,0.52,60345,67688
MO,Clinton,0.254,0.733,2855,8235
MO,Cole,0.321,0.665,12874,26686
MO,Cooper,0.266,0.724,2347,6393
MO,Crawford,0.185,0.807,2007,8742
MO,Dade,0.16,0.831,671,3480
MO,Dallas,0.173,0.818,1458,6907
MO,Daviess,0.179,0.811,701,3185
MO,DeKalb,0.181,0.807,870,3885
MO,Dent,0.144,0.847,1025,6013
MO,Douglas,0.137,0.856,996,6242
MO,Dunklin,0.188,0.805,1885,8096
MO,Franklin,0.265,0.723,14694,40126
MO,Gasconade,0.194,0.797,1555,6370
MO,Gentry,0.187,0.805,616,2651
MO,Greene,0.388,0.597,55971,85956
MO,Grundy,0.178,0.813,784,3582
MO,Harrison,0.139,0.856,534,3293
MO,Henry,0.232,0.758,2535,8286
MO,Hickory,0.191,0.802,978,4108
MO,Holt,0.152,0.843,357,1982
MO,Howard,0.271,0.713,1341,3534
MO,Howell,0.162,0.829,3073,15733
MO,Iron,0.182,0.807,824,3644
MO,Jackson Suburbs,0.471,0.513,91366,99385
MO,Jasper,0.259,0.726,13943,39084
MO,Jefferson,0.31,0.677,36965,80796
MO,Johnson,0.295,0.691,6960,16298
MO,Kansas City,0.77,0.211,95660,26225
MO,Knox,0.172,0.817,311,1479
MO,LaClede,0.161,0.829,2756,14155
MO,Lafayette,0.249,0.737,4294,12720
MO,Lawrence,0.176,0.814,3248,15001
MO,Lewis,0.194,0.795,872,3565
MO,Lincoln,0.215,0.774,6908,24866
MO,Linn,0.208,0.78,1183,4437
MO,Livingston,0.207,0.785,1422,5395
MO,Macon,0.189,0.804,1481,6300
MO,Madison,0.171,0.821,986,4721
MO,Maries,0.158,0.833,755,3987
MO,Marion,0.23,0.76,3032,9991
MO,McDonald,0.152,0.84,1423,7843
MO,Mercer,0.131,0.862,235,1545
MO,Miller,0.159,0.832,2067,10826
MO,Mississippi,0.228,0.765,1015,3404
MO,Moniteau,0.18,0.808,1313,5877
MO,Monroe,0.196,0.794,857,3476
MO,Montgomery,0.195,0.796,1170,4776
MO,Morgan,0.197,0.794,1914,7725
MO,New Madrid,0.229,0.764,1561,5203
MO,Newton,0.202,0.788,5867,22923
MO,Nodaway,0.276,0.713,2674,6909
MO,Oregon,0.151,0.842,696,3884
MO,Osage,0.131,0.861,1009,6657
MO,Ozark,0.146,0.846,698,4044
MO,Pemiscot,0.253,0.743,1331,3917
MO,Perry,0.179,0.813,1757,7986
MO,Pettis,0.249,0.737,4703,13907
MO,Phelps,0.279,0.708,5379,13658
MO,Pike,0.207,0.786,1618,6151
